r,r1,r2,r3,r4,r5,r6,r7,r8,n1,n2,n3,n4,n5,n6,n7,n8
18.642084168336673,1.370741482965932,1.6448897795591182,1.9190380761523045,2.1931863727454908,2.4673346693386775,2.741482965931864,3.0156312625250496,3.2897795591182364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.4188376753507,1.4278557114228458,1.7134268537074147,1.998997995991984,2.284569138276553,2.570140280561122,2.8557114228456917,3.1412825651302603,3.4268537074148293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.19559118236473,1.4849699398797593,1.7819639278557113,2.0789579158316633,2.375951903807615,2.6729458917835673,2.9699398797595187,3.266933867735471,3.5639278557114227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.972344689378755,1.542084168336673,1.8505010020040078,2.1589178356713425,2.467334669338677,2.775751503006012,3.084168336673346,3.3925851703406806,3.7010020040080156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.749098196392783,1.599198396793587,1.9190380761523045,2.2388777555110217,2.5587174348697395,2.8785571142284563,3.198396793587174,3.5182364729458913,3.838076152304609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.52585170340681,1.6563126252505007,1.987575150300601,2.318837675350701,2.6501002004008014,2.9813627254509014,3.3126252505010014,3.643887775551102,3.975150300601202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.30260521042084,1.7134268537074147,2.0561122244488974,2.3987975951903806,2.741482965931864,3.084168336673346,3.4268537074148293,3.7695390781563125,4.112224448897795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.079358717434868,1.7705410821643286,2.1246492985971943,2.47875751503006,2.8328657314629253,3.1869739478957912,3.541082164328657,3.8951903807615227,4.249298597194389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.856112224448896,1.8276553106212423,2.1931863727454908,2.5587174348697395,2.924248496993988,3.289779559118236,3.6553106212424846,4.020841683366733,4.3863727454909816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.632865731462925,1.8847695390781563,2.2617234468937872,2.6386773547094187,3.0156312625250496,3.392585170340681,3.7695390781563125,4.1464929859719435,4.5234468937875745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.409619238476953,1.94188376753507,2.330260521042084,2.7186372745490983,3.107014028056112,3.495390781563126,3.88376753507014,4.272144288577154,4.660521042084168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.18637274549098,1.998997995991984,2.3987975951903806,2.7985971943887775,3.198396793587174,3.598196392785571,3.997995991983968,4.397795591182365,4.797595190380761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.96312625250501,2.056112224448898,2.4673346693386775,2.878557114228457,3.2897795591182364,3.701002004008016,4.112224448897796,4.523446893787575,4.934669338677355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.739879759519038,2.1132264529058116,2.535871743486974,2.958517034068136,3.3811623246492983,3.8038076152304607,4.226452905811623,4.649098196392785,5.071743486973948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.516633266533063,2.1703406813627253,2.6044088176352704,3.038476953907815,3.4725450901803603,3.9066132264529054,4.340681362725451,4.774749498997996,5.208817635270541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
