r,r1,r2,n1,n2
0.0,0.0,0.0,0.0,0.0
0.07987987987987988,0.03803804265592624,0.04184183722395364,0.0,0.0
0.15975975975975976,0.07607605954244218,0.08368370021731758,0.0,0.0
0.23963963963963963,0.11411409728275895,0.12552554235688068,0.0,0.0
0.3195195195195195,0.15215216377139995,0.16736735574811956,0.0,0.0
0.3993993993993994,0.19019019348578023,0.20920920591361916,0.0,0.0
0.47927927927927927,0.22822820572343114,0.2510510735558481,0.0,0.0
0.5591591591591591,0.26626622871327504,0.2928929304458841,0.0,0.0
0.639039039039039,0.3043042555801811,0.33473478345885793,0.0,0.0
0.7189189189189189,0.3423423422009165,0.3765765767180024,0.0,0.0
0.7987987987987988,0.38038028767373916,0.4184185111250596,0.0,0.0
0.8786786786786787,0.4184183139691526,0.4602603647095261,0.0,0.0
0.9585585585585585,0.4564564066852302,0.5021021518733284,0.0,0.0
1.0384384384384384,0.4944945088521705,0.5439439295862679,0.0,0.0
1.1183183183183183,0.5325325522273735,0.5857857660909448,0.0,0.0
1.1981981981981982,0.5705705141742713,0.6276276840239269,0.0,0.0
1.278078078078078,0.6086086390071309,0.6694694390709471,0.0,0.0
1.357957957957958,0.646646661973386,0.7113112959845719,0.0,0.0
1.4378378378378378,0.684684791969707,0.7531530458681308,0.0,0.0
1.5177177177177177,0.7227227483948316,0.794994969322886,0.0,0.0
1.5975975975975976,0.7607606623908767,0.8368369352067209,0.0,0.0
1.6774774774774774,0.7987987454230845,0.878678732054393,0.0,0.0
1.7573573573573573,0.8368368057237268,0.9205205516336306,0.0,0.0
1.8372372372372372,0.8748748238056728,0.9623624134315644,0.0,0.0
1.917117117117117,0.9129129760673775,1.0042041410497395,0.0,0.0
1.996996996996997,0.9509509340396392,1.0460460629573578,0.0,0.0
2.076876876876877,0.988989024312139,1.0878878525647377,0.0,0.0
2.1567567567567565,1.0270270887767947,1.1297296679799618,0.0,0.0
2.2366366366366366,1.0650651333417944,1.1715715032948422,0.0,0.0
2.3165165165165167,1.1031031953927832,1.2134133211237335,0.0,0.0
2.3963963963963963,1.1411412393874834,1.255255157008913,0.0,0.0
2.476276276276276,1.179179102146832,1.297097174129444,0.0,0.0
2.556156156156156,1.217217302673628,1.3389388534825282,0.0,0.0
2.636036036036036,1.2552553026238233,1.3807807334122129,0.0,0.0
2.715915915915916,1.2932932078574715,1.4226227080584444,0.0,0.0
2.7957957957957955,1.3313313808900216,1.464464414905774,0.0,0.0
2.8756756756756756,1.3693693026540956,1.50630637302158,0.0,0.0
2.9555555555555557,1.4074073414028716,1.548148214152684,0.0,0.0
3.0354354354354354,1.4454454035871036,1.5899900318483318,0.0,0.0
3.115315315315315,1.4834834416799665,1.6318318736353485,0.0,0.0
3.195195195195195,1.5215215057786533,1.6736736894165418,0.0,0.0
3.2750750750750752,1.559559518198078,1.7155155568769973,0.0,0.0
3.354954954954955,1.5975975260138788,1.757357428941076,0.0,0.0
3.4348348348348345,1.635635567565835,1.7991992672689996,0.0,0.0
3.5147147147147146,1.6736737182072388,1.8410409965074759,0.0,0.0
3.5945945945945947,1.7117116723450172,1.8828829222495775,0.0,0.0
3.6744744744744744,1.7497497109221516,1.9247247635523228,0.0,0.0
3.754354354354354,1.787787809076838,1.966566545277516,0.0,0.0
3.834234234234234,1.825825787595299,2.008408446638935,0.0,0.0
3.9141141141141143,1.8638638254472117,2.0502502886669025,0.0,0.0
3.993993993993994,1.901901894251601,2.092092099742393,0.0,0.0
4.073873873873874,1.9399399633522392,2.1339339105216344,0.0,0.0
4.153753753753754,1.9779779344011814,2.1757758193525722,0.0,0.0
4.233633633633634,2.0160160345291667,2.217617599104467,0.0,0.0
4.313513513513513,2.0540540333797703,2.2594594801337426,0.0,0.0
4.393393393393393,2.092092062608464,2.3013013307849293,0.0,0.0
4.473273273273273,2.1301301579655743,2.343143115307699,0.0,0.0
4.553153153153153,2.1704936028950383,2.382659550258115,0.00029278981182524776,0.0
4.633033033033033,2.21010345004409,2.4229295829889432,0.001197417742607247,0.0007124703870957559
4.712912912912913,2.2483154048532037,2.464597508059709,0.0020806442407985985,0.001579607865041655
4.792792792792793,2.286533150748855,2.5062596420439376,0.0029743437804704794,0.002456763034838497
4.872672672672673,2.324754147538159,2.547918525134514,0.0038780610119933017,0.0033437841132764167
4.952552552552552,2.3629772076215843,2.5895753449309677,0.004791492368947341,0.004240519317145553
5.032432432432432,2.4012021549618257,2.6312302774706064,0.005714334284912871,0.005146665080026179
5.112312312312312,2.4394341065201677,2.6728782057921445,0.0066468903263096155,0.006061917835498571
5.192192192192192,2.4776679991096993,2.714524193082493,0.0075882497938784006,0.006985974017143003
5.272072072072072,2.5159037651033085,2.756168306968764,0.008538412687619226,0.007918833624959473
5.351951951951952,2.5541492589345345,2.797802693017417,0.009497682573951815,0.008859889526108534
5.431831831831832,2.5923912327992316,2.8394405990326,0.010464845187197269,0.009809445287009909
5.511711711711712,2.6306403291763676,2.8810713825353442,0.011440507660195037,0.010766893774824145
5.591591591591591,2.6688939074319293,2.9226976841596617,0.012424062860105663,0.01173193142313152
5.671471471471471,2.707146439178682,2.964325032292789,0.013415207220509432,0.012704861798351758
5.751351351351351,2.745406151790588,3.005945199560763,0.014414244307826063,0.013685077767645404
5.831231231231231,2.7836674871115132,3.047563744119718,0.015420566989216107,0.014672579331012466
5.911111111111111,2.821930457323972,3.0891806537871394,0.016433871698259835,0.015667062922033216
5.990990990990991,2.8601978021408603,3.1307931888501304,0.01745446200137698,0.01666852854070765
6.070870870870871,2.8984695968698984,3.1724012740009724,0.018481730765728076,0.01767636905419632
6.150750750750751,2.936742867179786,3.214007883570965,0.01951567799131314,0.01869088802891895
6.23063063063063,2.975020471968463,3.255610158662167,0.02055600011171244,0.01971147833203609
6.31051051051051,3.0132995874740423,3.297210923036468,0.021602697126925977,0.020738443529967468
6.39039039039039,3.0515860430511736,3.3388043473392166,0.022655769036953745,0.02177117648987363
6.47027027027027,3.0898680075873317,3.3804022626829386,0.023714305142536578,0.022809980778174296
6.5501501501501505,3.128157290119503,3.4219928600306475,0.02477891257651392,0.02385424926203003
6.63003003003003,3.1664508183985176,3.463579211631512,0.025849287772466038,0.024903981941440827
6.70990990990991,3.2047487590740076,3.505161150835902,0.02692512716397322,0.025958875249986947
6.78978978978979,3.2430480356392697,3.54674175415052,0.028006430751035462,0.027019232754088126
6.869669669669669,3.281345589542025,3.588324080127644,0.029092591400813314,0.028084750887324643
6.949549549549549,3.3196504692746718,3.6298990802748774,0.030184216246146225,0.029155126083276767
7.029429429429429,3.3579566085995007,3.6714728208299285,0.031280698154194736,0.030230358341944496
7.109309309309309,3.3962731986098484,3.713036110699461,0.03238264425779832,0.03131014409690811
7.1891891891891895,3.434587979516006,3.7546012096731833,0.03348884029127805,0.03239448334816761
